Accession,DB,Module,MIBiG Accession,Substrate Specificity,Start,End,Taxonomy,Verbose ID
O33743,UniProt,mod1,NA,blys,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O33743_A_blys
O33743,UniProt,mod1,NA,asn,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O33743_A1(5)_asn
O33743,UniProt,mod2,NA,gln,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O33743_A2(6)_gln
O33743,UniProt,mod3,NA,tyr,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O33743_A3(7)_tyr
O33743,UniProt,mod4,NA,val,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O33743_A4(8)_val
O33743,UniProt,mod5,NA,orn,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O33743_A5(9)_orn
O33743,UniProt,mod6,NA,leu,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,O33743_A6(10)_leu
O52819,UniProt,mod1,NA,leu,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,O52819_A1_leu
O52819,UniProt,mod2,NA,bht|tyr,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,O52819_A2_bht|tyr
O52819,UniProt,mod3,NA,asn,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,O52819_A3_asn
O52820,UniProt,mod1,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,O52820_A1(4)_hpg|hpg2cl
O52820,UniProt,mod2,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,O52820_A2(5)_hpg|hpg2cl
O52820,UniProt,mod3,NA,bht|tyr,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,O52820_A3(6)_bht|tyr
O52821,UniProt,mod1,NA,dpg,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,O52821_A1(7)_dpg
O66069,UniProt,mod1,NA,gln,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O66069_A1_gln
O66071,UniProt,mod1,NA,ile,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O66071_A1(7)_ile
O68006,UniProt,mod1,NA,ile,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68006_A1_ile
O68006,UniProt,mod2,NA,cys,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68006_A2_cys
O68006,UniProt,mod3,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68006_A3_leu
O68006,UniProt,mod4,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68006_A4_glu
O68006,UniProt,mod5,NA,ile,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68006_A5_ile
O68007,UniProt,mod1,NA,lys,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68007_A1(6)_lys
O68007,UniProt,mod2,NA,orn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68007_A2(7)_orn
O68008,UniProt,mod1,NA,ile,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68008_A1(8)_ile
O68008,UniProt,mod2,NA,phe,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68008_A2(9)_phe
O68008,UniProt,mod3,NA,his,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68008_A3(10)_his
O68008,UniProt,mod4,NA,asp,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68008_A4(11)_asp
O68008,UniProt,mod5,NA,asn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O68008_A5(12)_asn
O69246,UniProt,mod1,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O69246_A1(4)_val
O69246,UniProt,mod2,NA,asp,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O69246_A2(5)_asp
O69246,UniProt,mod3,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O69246_A3(6)_leu
O76858,UniProt,mod1,NA,b-ala,Khayatt,Khayatt,Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Hexapoda_Insecta_Pterygota_Neoptera_Endopterygota_Diptera_Brachycera_Muscomorpha_Ephydroidea_Drosophilidae_Drosophila_Sophophora,O76858_A1_b-ala
O85168,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85168_A1_ser
O85168,UniProt,mod2,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85168_A2_ser
O85168,UniProt,mod3,NA,dab,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85168_A3_dab
O85168,UniProt,mod4,NA,dab,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85168_A4_dab
O85168,UniProt,mod5,NA,arg,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85168_A5_arg
O85168,UniProt,mod6,NA,phe,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85168_A6_phe
O85168,UniProt,mod7,NA,dhab|dht|thr,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85168_A7_dhab|dht|thr
O85168,UniProt,mod8,NA,asp,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85168_A8_asp
O85739,UniProt,mod1,NA,cys,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85739_A1_cys
O85740,UniProt,mod1,NA,cys,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,O85740_A1(3)_cys
O86329,UniProt,mod1,NA,lys,Khayatt,Khayatt,Bacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Corynebacterineae_Mycobacteriaceae_Mycobacterium,O86329_A1_lys
O87313,UniProt,mod1,NA,orn,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium,O87313_A1_orn
O87313,UniProt,mod2,NA,b-ala,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium,O87313_A2_b-ala
O87314,UniProt,mod1,NA,orn,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium,O87314_A1_orn
O87314,UniProt,mod2,NA,thr,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium,O87314_A2_thr
O87314,UniProt,mod3,NA,orn,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium,O87314_A3_orn
O87606,UniProt,mod1,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O87606_A1_glu
O87606,UniProt,mod2,NA,orn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O87606_A2_orn
O87704,UniProt,mod1,NA,tyr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O87704_A1(3)_tyr
O87704,UniProt,mod2,NA,thr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,O87704_A2(4)_thr
O94205,UniProt,mod1,NA,ala,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Clavicipitaceae_Claviceps,O94205_A1_ala
O94205,UniProt,mod2,NA,phe,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Clavicipitaceae_Claviceps,O94205_A2_phe
O94205,UniProt,mod3,NA,pro,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Clavicipitaceae_Claviceps,O94205_A3_pro
P07702,UniProt,mod1,NA,aad,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Saccharomycotina_Saccharomycetes_Saccharomycetales_Saccharomycetaceae_Saccharomyces,P07702_A1_aad
P09095,UniProt,mod1,NA,phe,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,P09095_A1_phe
P0A398,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus,P0A398_A1_ala
P0C062,UniProt,mod1,NA,phe,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,P0C062_A1(1)_phe
P0C063,UniProt,mod1,NA,pro,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Aneurinibacillus,P0C063_A1_pro
P0C063,UniProt,mod2,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Aneurinibacillus,P0C063_A2_val
P0C063,UniProt,mod3,NA,orn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Aneurinibacillus,P0C063_A3_orn
P0C063,UniProt,mod4,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Aneurinibacillus,P0C063_A4_leu
P0C064,UniProt,mod2,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,P0C064_A2(3)_val
P0C064,UniProt,mod3,NA,orn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,P0C064_A3(4)_orn
P0C064,UniProt,mod4,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,P0C064_A4(5)_leu
P0C064/68845359,UniProt,mod1,NA,pro,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,P0C064/68845359_A1(2)_pro
P10378/2506183,UniProt,mod1,NA,dhb|sal,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia,P10378/2506183_A1_dhb|sal
P11454,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia,P11454_A1(2)_ser
P19787,UniProt,mod1,NA,aad,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Penicillium,P19787_A1_aad
P19787,UniProt,mod2,NA,cys,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Penicillium,P19787_A2_cys
P19787,UniProt,mod3,NA,val,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Penicillium,P19787_A3_val
P25464,UniProt,mod1,NA,aad,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Acremonium,P25464_A1_aad
P25464,UniProt,mod2,NA,cys,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Acremonium,P25464_A2_cys
P25464,UniProt,mod3,NA,val,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Acremonium,P25464_A3_val
P26046,UniProt,mod1,NA,aad,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Penicillium,P26046_A1_aad
P26046,UniProt,mod2,NA,cys,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Penicillium,P26046_A2_cys
P26046,UniProt,mod3,NA,val,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Penicillium,P26046_A3_val
P27206,UniProt,mod1,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P27206_A1_glu
P27206,UniProt,mod2,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P27206_A2_leu
P27206,UniProt,mod3,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P27206_A3_leu
P27742,UniProt,mod1,NA,aad,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Aspergillus,P27742_A1_aad
P27742,UniProt,mod2,NA,cys,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Aspergillus,P27742_A2_cys
P27742,UniProt,mod3,NA,val,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Aspergillaceae_Aspergillus,P27742_A3_val
P27743,UniProt,mod1,NA,aad,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,P27743_A1_aad
P27743,UniProt,mod2,NA,cys,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,P27743_A2_cys
P27743,UniProt,mod3,NA,val,Khayatt,Khayatt,Bacteria_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Amycolatopsis,P27743_A3_val
P29698,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Shigella,P29698_A1(2)_ser
P35854,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus,P35854_A1_ala
P39581,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P39581_A1_ala
P39845,UniProt,mod1,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P39845_A1_glu
P39845,UniProt,mod2,NA,orn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P39845_A2_orn
P39846,UniProt,mod1,NA,tyr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P39846_A1_tyr
P39846,UniProt,mod2,NA,thr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P39846_A2_thr
P39847,UniProt,mod1,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P39847_A1_glu
P39847,UniProt,mod2,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P39847_A2_val
P40871,UniProt,mod1,NA,dhb|sal,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P40871_A1_dhb|sal
P40976,UniProt,mod1,NA,aad,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Taphrinomycotina_Schizosaccharomycetes_Schizosaccharomycetales_Schizosaccharomycetaceae_Schizosaccharomyces,P40976_A1_aad
P45745,UniProt,mod1,NA,gly,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P45745_A1_gly
P45745,UniProt,mod1,NA,gly,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P45745_A1(2)_gly
P45745,UniProt,mod2,NA,athr|thr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P45745_A2(3)_athr|thr
P48633,UniProt,mod1,NA,cys,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia,P48633_A1_cys
P59591,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus,P59591_A1_ala
P68876,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus,P68876_A1_ala
P68878,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus,P68878_A1_ala
P71717,UniProt,mod1,NA,ser|thr,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium,P71717_A1_ser|thr
P94459,UniProt,mod1,NA,pro,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P94459_A1_pro
P94459,UniProt,mod2,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P94459_A2_glu
P94459,UniProt,mod3,NA,tyr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P94459_A3_tyr
P94460,UniProt,mod1,NA,ile,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,P94460_A1_ile
P94873,UniProt,mod1,NA,aad,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter,P94873_A1_aad
P94873,UniProt,mod2,NA,cys,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter,P94873_A2_cys
P94873,UniProt,mod3,NA,val,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter,P94873_A3_val
Q00869,UniProt,mod1,NA,hyv,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Nectriaceae_Fusarium,Q00869_A1_hyv
Q00869,UniProt,mod2,NA,val,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Nectriaceae_Fusarium,Q00869_A2_val
Q01757,UniProt,mod1,NA,aad,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q01757_A1_aad
Q01886,UniProt,mod3,NA,ala,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Bipolaris,Q01886_A3_ala
Q01886,UniProt,mod4,NA,aeo,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Bipolaris,Q01886_A4_aeo
Q01886/62867029,UniProt,mod3,NA,ala,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Bipolaris,Q01886/62867029_A3_ala
Q01886v1,UniProt,mod1,NA,pro,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Bipolaris,Q01886v1_A1_pro
Q01886v1,UniProt,mod2,NA,ala,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Bipolaris,Q01886v1_A2_ala
Q01886v2,UniProt,mod1,NA,pro,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Bipolaris,Q01886v2_A1_pro
Q01886v2,UniProt,mod2,NA,ala,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Dothideomycetes_Pleosporomycetidae_Pleosporales_Pleosporineae_Pleosporaceae_Bipolaris,Q01886v2_A2_ala
Q04747,UniProt,mod1,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q04747_A1(4)_val
Q04747,UniProt,mod2,NA,asp,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q04747_A2(5)_asp
Q04747,UniProt,mod3,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q04747_A3(6)_leu
Q08787,UniProt,mod1,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q08787_A1(7)_leu
Q09164,UniProt,mod1,NA,ala,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A1_ala
Q09164,UniProt,mod10,NA,leu,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A10_leu
Q09164,UniProt,mod2,NA,leu,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A2_leu
Q09164,UniProt,mod3,NA,leu,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A3_leu
Q09164,UniProt,mod4,NA,val,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A4_val
Q09164,UniProt,mod5,NA,bmt,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A5_bmt
Q09164,UniProt,mod6,NA,abu,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A6_abu
Q09164,UniProt,mod7,NA,gly|sar,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A7_gly|sar
Q09164,UniProt,mod8,NA,leu,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A8_leu
Q09164,UniProt,mod9,NA,val,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164_A9_val
Q09164/440169,UniProt,mod11,NA,ala,Khayatt,Khayatt,Eukaryota_Fungi_Dikarya_Ascomycota_Pezizomycotina_Sordariomycetes_Hypocreomycetidae_Hypocreales_Ophiocordycipitaceae_Tolypocladium,Q09164/440169_A11_ala
Q2N3S9,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sorangiineae_Polyangiaceae_Sorangium,Q2N3S9_A1(9)_ser
Q2VQ15,UniProt,mod1,NA,ile,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q2VQ15_A1(4)_ile
Q2VQ15,UniProt,mod2,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q2VQ15_A2(5)_val
Q2VQ15,UniProt,mod3,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q2VQ15_A3(6)_val
Q2VQ15,UniProt,mod4,NA,lys,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q2VQ15_A4(7)_lys
Q2VQ17,UniProt,mod1,NA,bmt,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q2VQ17_A1_bmt
